# timestamps [seconds],pts
10107.159103,1243202
10107.166843,1243710
10107.174821,1244232
10107.182880,1244761
10107.190956,1245290
10107.199181,1245829
10107.207298,1246361
10107.215110,1246873
10107.223087,1247396
10107.231072,1247919
10107.243140,1248710
10107.250981,1249224
10107.259108,1249756
10107.267088,1250279
10107.275172,1250809
10107.283030,1251324
10107.290959,1251844
10107.299041,1252373
10107.307186,1252907
10107.315081,1253424
10107.327173,1254217
10107.335074,1254735
10107.343091,1255260
10107.350845,1255768
10107.358978,1256301
10107.366872,1256818
10107.374814,1257339
10107.382835,1257865
10107.390973,1258398
10107.399047,1258927
10107.411204,1259724
10107.418985,1260234
10107.427164,1260770
10107.435166,1261294
10107.443081,1261813
10107.450989,1262331
10107.459040,1262859
10107.466965,1263378
10107.475045,1263908
10107.483145,1264438
10107.494997,1265215
10107.503223,1265754
10107.511246,1266280
10107.518930,1266784
10107.527072,1267317
10107.535091,1267843
10107.543217,1268375
10107.550880,1268877
10107.558978,1269408
10107.566910,1269928
10107.579004,1270721
10107.587033,1271247
10107.594971,1271767
10107.603083,1272299
10107.611208,1272831
10107.619025,1273343
10107.626981,1273865
10107.634990,1274390
10107.642988,1274914
10107.651177,1275450
10107.663006,1276226
10107.670969,1276747
10107.679027,1277276
10107.686927,1277793
10107.695053,1278326
10107.703697,1278892
